Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,1.22098E+11,1.09864E+11,1.02517E+11,1.0656E+11,1.13107E+11,1.23708E+11,1.30656E+11,1.26409E+11,1.2563E+11,1.2657E+11,1.3192E+11,1.45481E+11,1.56007E+11,1.6873E+11,1.95879E+11,2.07303E+11,2.47702E+11,2.88031E+11,3.43531E+11,3.35916E+11,3.43518E+11,3.60795E+11,3.79728E+11,3.95624E+11,4.1059E+11,4.28645E+11,4.70258E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,1.18858E+12,1.16616E+12,1.01942E+12,9.53205E+11,8.51125E+11,8.32875E+11,8.17527E+11,8.4311E+11,8.07029E+11,8.70676E+11,1.00058E+12,1.07459E+12,1.1679E+12,1.33866E+12,1.47334E+12,1.69673E+12,2.13319E+12,2.37745E+12,2.8782E+12,2.7686E+12,2.927E+12,3.47538E+12,3.69239E+12,3.76566E+12,3.76877E+12,3.52298E+12,3.53062E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,4088304837,4118167531,4459404969,4195303070,2131663702,2942642694,3378269419,3911978393,4304743565,4556929077,5050759470,5604160821,6440845467,6713959812,7412360115,8368351475,9421327665,10415026529,11805216356,12642444508,13732136242,15110215757,16758335612,17856207542,19581243402,21545661459,23084076704
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,384038251.5,387694103.7,395738761.6,421765702.9,419791574.8,457146766.4,498909752.9,510713661.7,527587450.4,547367785.4,598556244.3,654681768.6,693607876,739383059.1,794850820.3,854527196.4,898121427.6,980319700.3,1009636096,968388896.5,984913100.3,1063589611,1088346321,1086029584,1122032155,1150485972,1246452066
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1307830524,1421346870,1572918921,1644275726,1775110175,1808515930,1916151927,2059154559,2176015720,2329344079,2561843497,2655200846,2332258442,2250839209,2080937193,1960753622,1934656942,1953517063,1986253159,2052148906
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,231586869.6,240731054.2,261671304.3,279170111.7,308593693.9,347069063.5,367898519.8,405822842.6,418825983.3,452226614,481978562.2,506656225.5,540370242.9,586656916.2,615580115.7,648319393.8
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,4.47925E+11,5.32295E+11,5.66139E+11,5.71704E+11,5.87133E+11,6.0065E+11,6.27746E+11,6.45538E+11,6.71424E+11,6.56044E+11,7.08718E+11,7.16093E+11,7.06588E+11,8.01696E+11,8.89298E+11,9.69075E+11,1.0267E+12,1.07349E+12,1.16296E+12,1.14766E+12,1.22022E+12,1.37024E+12,1.47209E+12,1.53836E+12,1.62471E+12,1.70952E+12,1.75708E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,11299229208,11973726470,12398856571,12858977005,13130357413,14123145605,14670334307,15387567666,16472074891,17785651866,18772275589,20079616635,20521364243,22329409664,24290361280,26481633698,27967111110,30129318717,31966471545,32883223031,34470696254,35703977717,38250877642,40020577642,43474554718,46737087223,50191001358
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37187708813,38785292489,42283456379,43781174253,39051867275,43039567302,46054243736,50983305157,53844343017,60186615291,64786829682,71226099119,77330712409,87628247099,86603338831,88047010087,93811014508,94365502077,98579250518,98198144055,99283754281,1.03896E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,638520982.3,677986817,743102478.2,807925876.7,818529407.3,828702205.8,885326191.3,1008189831,1104772936,1142677433,1186377048,1185854812,1218662366,1169788352,1167693120,1313808575,1481547453,1679484000,1675664955,1669729672,1790769089,1972370137,2035542202,2195914800,2338251663,2479938477,2619951005
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,3484707770,3685383694,3052722427,3168314220,3172727859,2979796638,3087408768,2955694821,3041103833,3026529248,3301326961,3162302770,4059067955,4525572012,4956817892,5346805037,5743856149,6371885699,6847597369,7119563199,7591811976,8239839598,9672811332,11881524694,12657966195,10158055213,10890981795
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,67624438330,74547942952,81651405446,93238681758,1.05626E+11,1.15408E+11,1.26366E+11,1.39185E+11,1.37565E+11,1.48183E+11,1.6504E+11,1.67193E+11,1.7691E+11,1.8844E+11,2.12111E+11,2.35333E+11,2.64054E+11,2.95781E+11,3.06974E+11,3.07439E+11,3.58621E+11,3.89363E+11,4.13035E+11,4.41764E+11,4.67604E+11,4.83196E+11,5.00188E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1089248782,1137833990,1215036079,1255558214,1294287024,1339615113,1360832544,1381663742
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,37853138231,39559118918,42911062883,46370976708,50298655204,54201032713,57210649519,57741226846,61197852740,66543877240,71483327517,75978108123,81595189760,89275283993,1.01361E+11,1.13754E+11,1.27443E+11,1.24206E+11,1.34582E+11,1.39467E+11,1.44098E+11,1.51021E+11,1.56749E+11,1.61041E+11,1.6779E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26974932125,28381607975,30327389391,31786730583,33844952075,35900843297,37760061247,40498975974,42177095955,45485653938,47901860736,51703264369,55711543564,59879849603,56041916689,56826357197,59131529881,59453701345,61380032249,63620535892,65256510255,68629792505
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,379469283.4,415642351.1,479066394,509967758.6,568703853.3,628308488.5,650048192.7,651655046.5,670477986,677453208.9,594013853.7,559077005.4,551765052.7,599347459.9,645993376,702926489.7,774852291.6,853702403.8,932202679.2,894874088.3,967480204.3,1118021984,1191370945,1248863404,1301122631,1348467366,1410334217
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,2.35424E+11,2.40784E+11,2.41009E+11,2.49787E+11,2.63266E+11,2.77089E+11,2.94279E+11,3.07098E+11,3.11983E+11,3.2436E+11,3.45674E+11,3.63097E+11,3.82313E+11,4.01437E+11,4.31261E+11,4.68628E+11,5.10093E+11,5.5174E+11,5.80514E+11,5.75926E+11,6.00681E+11,6.33368E+11,6.59802E+11,6.88067E+11,7.14033E+11,7.30903E+11,7.43072E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35254040080,17092858276,22493011542,23587908626,23798439688,20730471870
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,5.29658E+11,5.61511E+11,5.79643E+11,5.87256E+11,6.1409E+11,6.44256E+11,6.74781E+11,7.15779E+11,7.65425E+11,8.03988E+11,8.73585E+11,9.35915E+11,1.0094E+12,1.05705E+12,1.1237E+12,1.2093E+12,1.36812E+12,1.47426E+12,1.53779E+12,1.50174E+12,1.48688E+12,1.49896E+12,1.49619E+12,1.52E+12,1.56685E+12,1.62688E+12,1.70668E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,40451333962,43720453619,46684631235,51093292183,55102697939,59345867898,62725550428,67885687902,71846593207,76083152944,82483332370,83059292392,87677939723,94738449256,1.02644E+11,1.1256E+11,1.24914E+11,1.36955E+11,1.4795E+11,1.54349E+11,1.68758E+11,1.86763E+11,2.07751E+11,2.18576E+11,2.33759E+11,2.4809E+11,2.62011E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,402733375.7,408380700.7,435520497.2,476212222.8,512128618.8,550953375.6,593791386.5,645165701.1,648996136.8,680141341.2,768012412.3,828853509.8,862361859.1,849263630.3,908025929.5,1028110826,1090615939,1119068094,1215047575,1183035615,1179928880,1226065008,1241385838,1332215891,1439619467,1486247983,1537321172
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,857403819.3,890633222.9,981483735.3,1011012413,1050435525,1090647108,1143245506,1156319674,1242112780,1295287116,1325195658,1311250811,1336051493,1421786112,1566758345,1610954701,1764552535,1836348164,1971819380,1965503454,1992828672,2105994424,2132876499,2141589379,2259852498,2262665137,2364382908
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,387361141.9,404800370.6,440430991.2,470078284.5,474092011.8,521572770.4,537930209.2,566318558.1,595875407.8,621395116.4,645952642.2,671965910.3,725412851.4,796773064.8,852708857.9,902044018.1,1001240306,1062244409,1100242648,1085328116,1061742474,1079375927,1115284324,1155660619,1191815646,1220721005,1258448499
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,29196493612,32434216975,35355682896,37850632025,39045112804,42249876673,45567647515,51244961745,54032953425,56562733198,61520903072,67013118991,72415090176,79571786705,84934772807,94233745204,1.06904E+11,1.22394E+11,1.34532E+11,1.39948E+11,1.46572E+11,1.46689E+11,1.50282E+11,1.5964E+11,1.67018E+11,1.77086E+11,1.87437E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,2727265605,2894130158,2971943732,2838796224,2997782705,3060306759,3147336037,3383671368,3499061907,3502872294,3657815045,3898302291,4068974179,4411568857,4918169049,5304856745,5784970581,6241750821,6628261812,6880115688,7323706831,7914198276,8282983108,8675584079,8862301907,8651535265,8259752732
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,1.72016E+11,1.75795E+11,1.77718E+11,1.78171E+11,1.89413E+11,2.01162E+11,2.08694E+11,2.16409E+11,2.25737E+11,2.40477E+11,2.5978E+11,2.63623E+11,2.72994E+11,2.8194E+11,3.01535E+11,3.06709E+11,3.39777E+11,3.71228E+11,3.85876E+11,3.68712E+11,3.90437E+11,4.13956E+11,4.26224E+11,4.38948E+11,4.51572E+11,4.74643E+11,4.87065E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,1.85312E+11,1.89825E+11,1.94066E+11,1.98413E+11,2.05223E+11,2.10534E+11,2.15989E+11,2.25516E+11,2.34051E+11,2.41567E+11,2.5687E+11,2.659E+11,2.74769E+11,2.76778E+11,2.89452E+11,3.01741E+11,3.37573E+11,3.75641E+11,4.02151E+11,4.00891E+11,4.1525E+11,4.44549E+11,4.62615E+11,4.86239E+11,5.06895E+11,5.29568E+11,5.37701E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,12500881329,11999869705,8714122962,7458336170,5994625958,5359818550,4546234863,4701758861,5005294229,5269898532,5838481891,6543658231,7364192843,8331883844,9448793520,10400827776,11475989654,12695657944,13968691619,14622680510,15766418465,17286955073,18937442663,20695760389,22501407774,24108429467,26047146211
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,24472777609,25811308273,26553949333,27513543061,28539566158,30174896236,32122046103,33823588501,35458625723,37752308915,40356907072,43782424299,47607786197,51797226286,57215148715,63471349688,69694826773,76392503170,82320236519,87315885702,93982684016,1.03307E+11,1.10026E+11,1.1955E+11,1.30012E+11,1.39498E+11,1.50708E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Thailand,THA,..,..,..,..,..,..,..,..,..,..,2.43158E+11,2.72754E+11,3.01522E+11,3.34166E+11,3.6857E+11,4.0681E+11,4.37651E+11,4.32884E+11,4.04178E+11,4.29126E+11,4.58446E+11,4.85044E+11,5.22772E+11,5.7153E+11,6.24179E+11,6.71244E+11,7.26237E+11,7.86087E+11,8.15338E+11,8.15856E+11,8.87869E+11,9.14029E+11,9.9903E+11,1.04388E+12,1.0741E+12,1.11837E+12,1.16772E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2284339611,2551998340,2413094544,2432086398,4100008474,5750519901,8397713534,9067503988,10170251460,9626983089,9630417894,10995101269,11762108576,10651775809,8026212878,9805707149,9995000729
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Togo,TGO,..,..,..,..,..,..,..,..,..,..,3166838436,3249342402,3191118150,2773855990,3257322250,3586153740,3974285843,4623483471,4566171698,4751104031,4821145375,4850796446,4879843860,5223738530,5481114993,5724258703,6139220525,6446964115,6840457849,7274102009,7812029259,8485486067,9214121350,9948905075,10737304287,11475345216,12192473383
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,219762599,241644306.1,247775499.3,263153058.2,282063384.3,298634516.9,304117314.7,308915276.8,320757775.4,338307809.5,357665920.6,378992719.5,397966934.1,414461406.8,424361389.9,444945951.8,454890898.2,447543024.4,470465877.5,484897150.9,508418542.8,533494964.6,548567469.7,540775402.7,562426436.1,589540309.9,616128355
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,9676463743,10266712124,10327778291,10419819419,11021034751,11774869424,12845237368,14047951367,15354128843,16840092993,18411933982,19616520327,21498465061,25093748536,27833460523,30512824724,35604228544,38289517747,40364250836,38885102317,40668089006,41395401723,42735220345,43911717517,44629651979,45791237865,43534338419
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,29870701908,32070088165,35361510257,36995633585,38983847406,40732816694,44440354245,47660310787,50482246739,54358077670,58213453436,61800331243,63578939344,67896099890,74113333517,79165163785,85876451872,94077242841,99987662532,1.03813E+11,1.0877E+11,1.08913E+11,1.1544E+11,1.20843E+11,1.26788E+11,1.29622E+11,1.32492E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,3.31137E+11,3.45648E+11,3.74698E+11,4.14356E+11,4.00127E+11,4.37914E+11,4.76443E+11,5.20776E+11,5.57855E+11,5.45461E+11,6.06081E+11,5.91541E+11,6.07794E+11,6.34715E+11,7.27742E+11,8.07227E+11,9.36569E+11,1.03324E+12,1.13049E+12,1.10476E+12,1.26036E+12,1.4433E+12,1.53911E+12,1.69086E+12,1.85103E+12,2.01236E+12,2.08737E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,19798060665,19514941087,16972613940,17637083388,14896299745,14112079001,15332471487,13817070109,14958679238,17693548308,19085859565,20368761143,20734635534,21839390829,23562000268,27490035755,31443846293,35850689096,41927369928,44822773638,49544276209,58014358232,65690076248,73660865277,82785050251,89108869822,95668469390
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,13692863.91,14659280.18,15411593.09,16426871.32,18501661.75,17942331.15,17180744.58,19222836.46,22443565.84,22430683.11,22718431.49,23615865.93,25869377.24,25505665.99,25852634.57,25675877.59,27030772.81,29512444.05,32493635.89,31289070.41,30806776.18,33814063.11,33140743,35265690.12,36417223.53,40171845.13,41843665.57
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,8670698675,9456912315,10003127555,11093834400,12055453124,13725043937,15243484570,16295100899,17279937099,18957390725,19997947090,21513929967,23751780556,25793577517,28306938387,31067986514,35476020282,39483975225,43764510462,47096129861,50358857426,56239143509,59517262916,62734041459,67184893536,71426054984,75659345050
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,3.50873E+11,3.32059E+11,3.06687E+11,2.69317E+11,2.11968E+11,1.8999E+11,1.74112E+11,1.7178E+11,1.70345E+11,1.72606E+11,1.86949E+11,2.08807E+11,2.23142E+11,2.49249E+11,2.87114E+11,3.05235E+11,3.38019E+11,3.73365E+11,3.8946E+11,3.34503E+11,3.51571E+11,3.78532E+11,3.86712E+11,3.93394E+11,3.74571E+11,3.41578E+11,3.53743E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,1.3274E+11,1.38338E+11,1.46225E+11,1.51592E+11,1.65494E+11,1.80245E+11,1.94178E+11,2.13677E+11,2.16627E+11,2.26325E+11,2.56596E+11,2.66116E+11,2.76776E+11,3.07139E+11,3.45774E+11,3.74228E+11,4.23671E+11,4.48796E+11,4.72206E+11,4.50846E+11,4.63667E+11,5.06158E+11,5.38999E+11,5.76174E+11,6.12898E+11,6.50826E+11,6.77605E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,9.5594E+11,9.77529E+11,1.00355E+12,1.05328E+12,1.11751E+12,1.18503E+12,1.26515E+12,1.33794E+12,1.37269E+12,1.41843E+12,1.54593E+12,1.62223E+12,1.71028E+12,1.79217E+12,1.90291E+12,1.95923E+12,2.09898E+12,2.16441E+12,2.24097E+12,2.15449E+12,2.26038E+12,2.32921E+12,2.41496E+12,2.53341E+12,2.64058E+12,2.73821E+12,2.81912E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,5.97959E+12,6.17404E+12,6.5393E+12,6.87872E+12,7.30876E+12,7.66406E+12,8.1002E+12,8.60852E+12,9.08917E+12,9.66062E+12,1.02848E+13,1.06218E+13,1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67849E+13,1.75217E+13,1.82193E+13,1.87072E+13
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,19776013827,21157390400,23356054470,24547222020,26895024420,27058515359,29089348879,32116235487,33931826596,33783012993,33884927293,33324866036,31220207940,32099181048,34632282137,38413369044,41216301625,45081129025,49263992936,51744511592,56463645182,60618737181,63967241226,68108386432,71644538693,72679115541,74715445874
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,40700683795,41848498752,38008581328,38017908049,36807976710,37237491032,38561875111,41261399885,43502687032,46067660155,48906344560,52121748295,55038757352,58493984107,64730290792,71489992808,79065459983,89222624477,99160380916,1.08006E+11,1.18618E+11,1.31147E+11,1.44623E+11,1.58933E+11,1.74559E+11,1.9054E+11,2.07648E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,241549755.3,257425195.9,270117940.2,278620884.7,310320285,319997744,333426499.9,355795529.5,375127338.5,382143095.4,413984487.3,408647786.3,393713517.8,418805277.4,447468501.7,486358513.5,543736653.2,587086244,637203617,663312456.9,682351698.6,705126498.6,731260208.4,758745589.3,791121181.2,793175526.5,833927734
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,1.85466E+11,2.10285E+11,2.28113E+11,2.34184E+11,2.33549E+11,2.47841E+11,2.51866E+11,2.72498E+11,2.76265E+11,2.63746E+11,2.79693E+11,2.95777E+11,2.73722E+11,2.57529E+11,3.12999E+11,3.56404E+11,4.0362E+11,4.50633E+11,4.83723E+11,4.71788E+11,4.70441E+11,5.00326E+11,5.38609E+11,5.55423E+11,5.43891E+11,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,64036494927,70112126747,77910480603,86203321640,95819491028,1.0715E+11,1.19297E+11,1.3123E+11,1.40301E+11,1.49248E+11,1.63005E+11,1.77044E+11,1.91125E+11,2.08385E+11,2.30251E+11,2.55597E+11,2.81833E+11,3.09961E+11,3.33935E+11,3.54633E+11,3.82022E+11,4.14339E+11,4.44444E+11,4.76764E+11,5.14852E+11,5.55113E+11,5.96038E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4601468005,5032161780,5496989952,6928764777,8822085682,10565519298,9732416448,9311694114,9320627143,10418642405,11625352643,13312110854,13092160114,13208467121,12477602892,14972382889,15577361658,17107576520,19970128111,19450864216,19602550996,22260808080,23283344193
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,25921486206,28469953676,31508906302,33549563323,36566720511,39445725455,42027501262,44982936661,48202427885,50787827841,55154619170,58557233423,61795897450,65390057879,69857281452,76136968026,80964112262,85893702226,90773094138,94998605063,1.03565E+11,92285415712,96306037389,1.02723E+11,1.04469E+11,87975902479,76823302228
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,12147711110,12547513783,12611402105,13789087680,12867856666,13516883245,14619539596,15436887064,15544223401,16515997653,17550151322,18904485148,20059608136,21880522461,24063211251,26634618677,29622698918,32951122865,36209330520,39848297884,44488764598,47945443548,52577533452,56207009878,59959698395,62370342197,65421372460
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,19007187078,20726277143,19287555628,19954082812,22260748628,22760947272,25577703317,26712835725,27781824658,27976293456,27737576700,28778102895,26621059426,22537412972,21812269849,21228310103,21123107951,20893031263,17538878554,19796180629,23980494771,27956299245,33240846655,34497129892,35985260550,37017404637,37705065016
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,1.50813E+12,1.56308E+12,1.68066E+12,1.77446E+12,1.86598E+12,1.95626E+12,2.08449E+12,2.21144E+12,2.3671E+12,2.45979E+12,2.64762E+12,2.75619E+12,2.81472E+12,2.998E+12,3.36356E+12,3.66719E+12,4.0122E+12,4.30555E+12,4.64594E+12,4.72604E+12,5.01358E+12,5.27164E+12,5.72932E+12,6.00764E+12,6.26529E+12,6.53637E+12,6.83244E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,36443178027,38441010818,39370013795,41523754663,43610017218,45871893073,48288063247,50685862870,52726225420,55733894981,59190565764,61904228764,65352729198,71120315927,76293055393,81727143376,90459236688,96067014760,99505814276,96771877562,99523952446,1.02742E+11,1.06038E+11,1.09003E+11,1.11827E+11,1.14247E+11,1.13009E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,7.62321E+11,7.12209E+11,7.15605E+11,7.44534E+11,7.91876E+11,8.55362E+11,9.08375E+11,9.50813E+11,9.92367E+11,1.0234E+12,1.08536E+12,1.16228E+12,1.24212E+12,1.31738E+12,1.4328E+12,1.51708E+12,1.68189E+12,1.86885E+12,2.06181E+12,2.05813E+12,2.16402E+12,2.30576E+12,2.38489E+12,2.48484E+12,2.58428E+12,2.68727E+12,2.81514E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,5.58094E+12,6.0452E+12,6.45026E+12,6.93008E+12,7.31383E+12,7.73051E+12,8.3187E+12,8.82509E+12,9.11009E+12,9.48147E+12,1.0149E+13,1.05673E+13,1.09503E+13,1.17649E+13,1.28976E+13,1.41288E+13,1.55509E+13,1.69689E+13,1.80384E+13,1.86188E+13,2.01017E+13,2.15831E+13,2.29472E+13,2.43958E+13,2.60398E+13,2.76288E+13,2.94342E+13
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,5.82948E+12,6.36329E+12,6.86434E+12,7.40385E+12,8.03579E+12,8.74251E+12,9.46736E+12,1.00743E+13,1.01805E+13,1.07664E+13,1.16882E+13,1.24126E+13,1.32884E+13,1.42759E+13,1.56141E+13,1.71285E+13,1.89489E+13,2.10972E+13,2.26156E+13,2.36511E+13,2.58648E+13,2.80196E+13,3.01713E+13,3.24912E+13,3.46877E+13,3.68653E+13,3.91311E+13
