Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Italy,ITA,..,..,..,..,..,..,..,..,..,..,1.05199E+12,1.1043E+12,1.13889E+12,1.15593E+12,1.20601E+12,1.26685E+12,1.30597E+12,1.35507E+12,1.41965E+12,1.45317E+12,1.53899E+12,1.59144E+12,1.63426E+12,1.66674E+12,1.69868E+12,1.74209E+12,1.87991E+12,1.9867E+12,2.08264E+12,2.03962E+12,2.07519E+12,2.15829E+12,2.15755E+12,2.17632E+12,2.19271E+12,2.2371E+12,2.3671E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,11416644184,12367398707,12896682641,14446918260,14958478297,15629313124,15896534680,15984208005,15780467978,16189817821,16703718002,17314152046,17931068518,18959143156,19738334555,20555540168,21801300630,22701999465,22959429367,22130559654,22074280658,22924301243,23220283598,23746823963,24362583608,24845902565,25464388918
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,2.41653E+12,2.58363E+12,2.66492E+12,2.71393E+12,2.79941E+12,2.93648E+12,3.08295E+12,3.16985E+12,3.16936E+12,3.20702E+12,3.4043E+12,3.49311E+12,3.58886E+12,3.6942E+12,3.8773E+12,4.04573E+12,4.23071E+12,4.41623E+12,4.45643E+12,4.25098E+12,4.48078E+12,4.57319E+12,4.7467E+12,4.96705E+12,4.98657E+12,5.14246E+12,5.24573E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,14456353031,15209979789,18460331252,19774772934,21202648171,22983892416,23891987518,25104747519,26136976015,27441726617,29257646837,31501001487,33834723023,35945360197,40097982390,44759913812,49868920707,55381749765,60552130490,64353355196,66644960187,69797089967,73021615522,76404954194,80260953492,83059337484,85650106003
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,1.37862E+11,1.26781E+11,1.22799E+11,1.14154E+11,1.01894E+11,95489472046,97718846796,1.01081E+11,1.00237E+11,1.04518E+11,1.17373E+11,1.36254E+11,1.51903E+11,1.69341E+11,1.90701E+11,2.1593E+11,2.46379E+11,2.75447E+11,2.90118E+11,2.95829E+11,3.21302E+11,3.52286E+11,3.76277E+11,4.05853E+11,4.309E+11,4.40733E+11,4.50454E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,35997068520,37730232133,38281784646,39331035621,41225590582,43939797964,46597318892,47619912679,49720511396,51645187592,53137145473,56402395275,57581419157,60451856945,65284605051,71365447849,78319021050,85911570146,87800294449,91392633513,1.00285E+11,1.08633E+11,1.15769E+11,1.24726E+11,1.33894E+11,1.43064E+11,1.53117E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,90943084.99,93970137.47,96955324.06,100125293.8,104019129.2,106188631.9,109959825.9,113705822.2,122476859.1,122438054.7,133050666.7,134081542.5,141296107.7,147005018.8,148586143.2,160961282,165824657.6,173702059.2,173405288.8,176124773.9,176628809.3,183193721.9,195507186.9,207322994.4,209771173.9,234075288.1,248773762.2
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,3.54675E+11,4.04634E+11,4.39413E+11,4.80622E+11,5.36077E+11,5.99699E+11,6.57058E+11,7.07971E+11,6.76769E+11,7.64178E+11,8.50046E+11,9.08001E+11,9.89824E+11,1.02378E+12,1.10286E+12,1.16589E+12,1.25072E+12,1.35449E+12,1.40571E+12,1.39665E+12,1.50472E+12,1.55945E+12,1.61127E+12,1.64478E+12,1.70446E+12,1.82433E+12,1.90341E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6232348840,8093797349,8160442961,8820904277,9300203470,10178607270,10963748750,12075618314,12638138306,13159648311,13761221330,14724783186,15441691309,16251820275,16757677698,17630346120,18546149409
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,58491055211,80237123304,88857664599,95117950191,97440471172,1.01559E+11,1.06421E+11,1.06117E+11,1.13627E+11,1.17063E+11,1.22426E+11,1.46494E+11,1.66722E+11,1.89426E+11,2.09929E+11,2.28428E+11,2.38685E+11,2.2348E+11,2.20855E+11,2.47177E+11,2.68611E+11,2.76465E+11,2.83107E+11,2.87831E+11,3.01299E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,9859378845,9387718346,8268161735,7156269189,5840627416,5639051664,6148787380,6874121104,7096163392,7468148308,8052581599,8674382528,8806016719,9613047685,10571449306,10892445181,11575455372,12898711184,14256692074,14779577497,14889540963,16105958461,16400375408,18509784644,19618900519,20597217956,21725286946
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,4700059882,5065164689,5468663210,5929807865,6550112385,7156887299,7792444471,8470481507,8902130723,9698738694,10494641882,11351149776,12207563193,13206390653,14432238939,15955403359,17863085581,19731625489,21692950919,23497409790,25812468175,28469987708,31344849250,34454911837,37779072082,40958809584,44314738717
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13688460195,14243184347,15775884926,17055033245,17702212224,18986059843,21116602267,23263599212,25228401509,27642743957,31001942334,34944664515,39890272232,42310289235,36133961283,36830310329,40727341459,43234841356,45639815236,47468101718,48891515280,50634421573
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,10113293904,15617125909,18598843897,21091288863,23286019945,25304694709,28674652471,29473105656,30885092142,31192922038,32330816744,34337290646,36057871859,37963712366,41462659890,43973002404,46095127717,51742177042,57636584308,63913363571,69893584791,72008412533,75444039856,78804418449,81876377329,82953269991,85320184249
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,1429617090,1580112946,1728556493,1831795122,1982648325,2090608554,2247921946,2371074230,2433661095,2482666060,2637565933,2793753310,2857173529,3047025785,3183795518,3400143608,3652853207,3931307326,4278573445,4403940077,4728402512,5160314262,5574736327,5777157811,6070212997,6304861957,6576430188
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2974738940,3131380481,3299094398,2350532600,2478439355,2693289825,2999336512,3372765369,3684660906,3909433632,4198562725,4637773844,5104564172,5646245540,5793403171,5855354101,5824698790
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87739393741,93037496957,93480214465,94005157918,1.08359E+11,1.16306E+11,1.34299E+11,1.47424E+11,1.60961E+11,1.68497E+11,1.68435E+11,1.79053E+11,69322560014,1.57653E+11,1.38602E+11,1.07331E+11,98864976201,97152135089
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21498847194,22976074708,25275964810,27553535518,27565385126,29597753237,32804709689,36132967941,41213778518,44008327932,48263290510,53902710396,61703196184,66344369098,57394083846,62227089368,69205504903,73672643634,78854162925,82617621980,83981999973,86907455410
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,11327502021,12722856912,13249581333,14133257898,14986601656,16196147616,17125607236,17971798930,18855205924,21794057204,24148724522,24678953581,26222378150,27115548492,29341697512,31733108754,36842699176,40310645348,42362971851,40956687933,43402064573,47690524462,48646428611,51940075107,56353766041,58544150280,61159237905
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,8970942527,9608797521,11134911472,11991030212,12767069821,13462841855,13651233980,13846092521,13356492891,13241053078,14320677755,15070097176,16670460376,18984287970,24725316345,27577733487,32209629055,37844216111,39896044385,40730056201,51643325204,64148218365,71417601183,80810211814,81350061207,64464971325,64607423140
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,12390089190,11994717108,12413661608,12975467180,13242113121,13749762909,14301636878,15083680489,15846955232,16839091430,18042059472,19563702510,17346504676,19423586360,21006856825,22680818226,24551800089,26778156739,29249769822,28288941655,28709788816,29735787033,31223590916,32488055856,34200328854,35643335641,37539287570
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,4538375141,5098834146,4832645099,5427142407,4975062881,5928454244,6478366091,6839135295,7182650241,7514428105,7806548613,7587228512,7834664856,8446823995,9149537872,9752633306,10524716433,11842076738,12996822649,14186134805,15346471457,16427533196,17058318778,18260279514,19666269972,20433112339,21169672345
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,1.2299E+11,1.39215E+11,1.55039E+11,1.74434E+11,1.94557E+11,2.18137E+11,2.44337E+11,2.66718E+11,2.4977E+11,2.69157E+11,2.99669E+11,3.08084E+11,3.29678E+11,3.55716E+11,3.9029E+11,4.24329E+11,4.61791E+11,5.03942E+11,5.38655E+11,5.34531E+11,5.81232E+11,6.24786E+11,6.71622E+11,7.15486E+11,7.72812E+11,8.20845E+11,8.64868E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1440709437,1582297522,1744533264,1895632101,2043500601,2170378332,2132296765,2322392935,2694400565,2935532889,2632179012,3421463547,3783471348,4223602968,3948042227,4286595181,4751030618,4964043280,5418937313,5926158352,6162300887,6683781208
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mali,MLI,..,..,..,..,..,..,..,..,..,..,6956750560,8032588209,7951259623,8398669355,8901624421,9170979439,9997298073,10659436811,11590975209,12439261695,12714579939,15003909936,15707461060,17481608904,18242516112,20059957049,21640217942,22992283632,24562341696,25906892857,27642892707,29134739169,29445206376,30652147718,33431835061,35804050204,38294922830
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,3309363547,3633457902,3890612804,4161656997,4490407118,4874806341,5195208615,5791682689,6113988662,6574199411,7577728066,7711692883,8141842486,8345367966,8587600611,8978228591,9412802778,10124713392,10722913899,10782010052,11527098865,11910425085,12358903333,13234298473,14417927648,15874138247,17200681880
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,88873529.64,91912406.43,100720491.5,109310349.5,118198302.3,130573907.8,119259070.9,113481582.9,111450463.1,110443489.2,119610583.8,128897733.3,134300011,137211073.7,141151118.4,149940459,156767412.1,166818918.1,167293471.1,165806304.1,178662607.5,184595346.9,194641070.2,203721466.3,206004409.3,207448275.4,213723419.1
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,3681969983,3872553054,4035060797,4373709244,4330071186,4854455208,5230704896,5105041494,5303791348,5800288716,5906742550,6162709838,6298926518,6808605376,7397902619,8320840102,10194782743,10761017826,11090602441,11058377490,11727779794,12535969842,13516791580,14591655951,15697263579,16087231707,16588413880
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,5053762391,5453595539,5941185670,6391660626,6797677981,7237001144,7780891187,8364171882,8968212818,9343178706,10418348386,10930006008,11332326400,11980969774,13017740749,13603404889,15218498338,16518288887,17749637461,18477298106,19521626378,20742028226,21878900983,23010967818,24324328016,25457936105,26724074972
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,5.45539E+11,5.88613E+11,6.25706E+11,7.58247E+11,8.12704E+11,7.77544E+11,8.45411E+11,9.18871E+11,9.77197E+11,1.0186E+12,1.09678E+12,1.11631E+12,1.1376E+12,1.18362E+12,1.26314E+12,1.34178E+12,1.48521E+12,1.56005E+12,1.6539E+12,1.63728E+12,1.74113E+12,1.91132E+12,2.01277E+12,2.06449E+12,2.17193E+12,2.22816E+12,2.31632E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,169377887.9,188014662.8,200007989.1,221436053.1,224939694.9,245898313.3,242596386.3,231781317.5,241221900.1,248302362.1,265540917.6,276337575,282262897.4,293496130.4,292125135.5,307726280.4,316765846.8,318814384.6,317859168.7,324043333.5,334698455.9,353126615.3,352738905.5,345079848.4,344027472.1,364853418,371425112.2
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6979638905,6689369989,6915922741,6533615002,6410163804,6694210813,7264417942,7951258785,8645058901,9540099171,10585594939,11434531632,12091008296,13289785612,12587270057,13645615943,14877946210,15057138559,16761590432,17898477678,18017512981,19034194707
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,7229681076,6820886176,6330606270,6275851343,6546211132,7108864209,7400430728,7820398484,8169300844,8548983595,8843723552,9312343688,9902817068,10807772854,12284903178,13599965258,15217187689,17223130600,19123973646,19024758785,20482864230,24526362242,28076292052,31896991169,35063178293,36281490489,37106786649
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3631294753,4113907865,4329974211,4489596541,4805709773,5106745232,6425685360,7666008745,8524411522,8053177668,8445902254,8974069145,8603946631,9237479588,9557944949,10164370703,11118390489
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,63440096027,70281976955,70376149746,71516981743,80772323322,77999804128,89250732351,89361483416,96869962075,99415900662,1.03623E+11,1.13743E+11,1.19094E+11,1.28709E+11,1.38592E+11,1.47761E+11,1.63836E+11,1.74137E+11,1.88069E+11,1.9754E+11,2.07582E+11,2.23035E+11,2.34154E+11,2.4907E+11,2.60556E+11,2.75289E+11,2.81433E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,3240388236,3512308958,3404444867,3791019464,4110149913,4289749068,5540680694,6246513385,7063142254,7732234610,8040922229,9270360335,10240427704,11123591752,12322235862,13827878238,15656749650,17267051025,18816372114,20163460966,21774675093,23811739934,26015296568,28362381979,31050224095,33451596739,35090042915
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,19504353656,20022436158,22457308377,24380185105,26760966773,29217260100,31667385637,34029713595,36416943194,41021118234,47721606848,54346041811,61816038210,71777142754,83754862399,98180119807,1.14429E+11,1.31561E+11,1.47899E+11,1.64744E+11,1.82822E+11,1.97077E+11,2.15584E+11,2.37852E+11,2.61718E+11,2.83014E+11,3.02881E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,5289926369,5912334821,6481856900,6531257782,6785638946,7197256598,7562527234,8016568603,8370304809,8784732093,9298390177,9622317630,10237885940,10884755956,12556289572,13288105709,14665118715,15864491071,16604316293,16779932411,18010632932,19322996885,20690407688,22235605188,24095330568,25835205147,26285305835
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37535036.04,51444047.56,56323462.95,64736881.11,73811384.02,82814775.95,113100437.7,157330596.8,163478377.9,182453745.2
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,14513709797,15951819339,16985427812,18059027361,19958653386,21081620876,22610272033,24158289591,25157085383,26669132309,28967105303,31049312343,31563834258,33463270146,35993455755,38444166205,40958511304,43483066873,47042591111,49548521366,52569291218,55503825717,59272940026,62803393678,67824005154,70827098946,72023119825
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,2.82599E+11,2.99282E+11,3.11325E+11,3.22709E+11,3.39359E+11,3.57272E+11,3.76212E+11,4.01605E+11,4.29726E+11,4.57698E+11,5.03198E+11,5.26907E+11,5.48919E+11,5.46849E+11,5.76631E+11,6.08166E+11,6.63609E+11,7.12262E+11,7.5393E+11,7.28085E+11,7.48363E+11,7.77881E+11,7.92042E+11,8.27476E+11,8.30319E+11,8.52113E+11,8.74312E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,49518835062,50922469659,52667578659,56937304249,61694897197,65781289090,68907771507,72363270328,73794459768,78923926226,83023594641,87313103274,92024844754,96521596826,1.02516E+11,1.06147E+11,1.16157E+11,1.2412E+11,1.27199E+11,1.32088E+11,1.35973E+11,1.43508E+11,1.45406E+11,1.60891E+11,1.68136E+11,1.72626E+11,1.85009E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,8016955959,8268121679,8489269482,8657100337,9136434486,9878394083,10696882220,11311529781,11858693235,12887312186,13721178306,14449391300,14781819405,15456617446,16725290659,18002739703,19326282846,20847799971,21987074860,21424593587,22642648413,24575775914,26674194034,28479634183,30407101229,32197756252,34066268372
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Niger,NER,..,..,..,..,..,..,..,..,..,..,4631714376,4905729798,4690591978,4871798236,5174722606,5420303563,5707962537,5965540254,6658773434,6722222203,6778281288,7425277887,7765376917,8339994715,8577890636,9252321452,10089698927,10684148433,11938187699,11943123544,13100140542,13679116082,15593497544,16703099759,18300478451,19298364372,20470417802
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,2.06771E+11,2.14419E+11,2.29464E+11,2.30142E+11,2.30774E+11,2.35416E+11,2.49772E+11,2.61509E+11,2.7117E+11,2.76928E+11,2.97436E+11,3.22217E+11,3.77315E+11,4.13114E+11,4.63739E+11,5.09479E+11,5.56952E+11,6.09461E+11,6.63452E+11,7.22216E+11,7.89561E+11,8.48839E+11,9.01714E+11,9.7875E+11,1.06019E+12,1.09995E+12,1.094E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,11042967812,10706416872,10231554617,9692584627,9724817375,9816979402,10114658888,10435913636,10937031720,11547094115,12467434023,12315954980,12919378974,13352712250,14564134799,15987045403,17711573634,19090709747,21537335568,22582508902,23345213789,24064108127,24558735765,26269707623,27776152215,28759585589,30822841608
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,78180942392,83318016106,88262744964,92924788714,99707171449,1.06026E+11,1.1738E+11,1.26011E+11,1.24906E+11,1.36335E+11,1.6597E+11,1.7056E+11,1.72268E+11,1.75898E+11,1.95094E+11,2.20866E+11,2.52048E+11,2.63227E+11,2.94472E+11,2.67693E+11,2.83408E+11,3.0781E+11,3.28453E+11,3.4062E+11,3.39137E+11,3.14014E+11,3.04327E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Oman,OMN,..,..,..,..,..,..,..,..,..,..,41033646072,44974832614,49870447912,54142350272,57437664220,61565544766,64598939921,69668845432,72285795588,73300402661,79017688808,84441072359,84793752568,84176340480,87608515623,92679498490,1.00659E+11,1.07939E+11,1.1908E+11,1.27319E+11,1.35066E+11,1.36358E+11,1.51943E+11,1.6137E+11,1.68947E+11,1.78849E+11,1.89809E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,2.12563E+11,2.30755E+11,2.54202E+11,2.64825E+11,2.80569E+11,3.00635E+11,3.20959E+11,3.29764E+11,3.41844E+11,3.59779E+11,3.83641E+11,4.00163E+11,4.19407E+11,4.48501E+11,4.94791E+11,5.49869E+11,6.01775E+11,6.47647E+11,6.71586E+11,6.95848E+11,7.15663E+11,7.50693E+11,7.91922E+11,8.41247E+11,8.97233E+11,9.4973E+11,1.01318E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186974533.6,203939281.7,215275359,212463559,228883801.8,246863700.4,248851993.6,257842608.2,248821201.2,235844018.6,239719660.5,257909673.7,272311469.3,271260496,289589756.1,323216487.5,328471534.9
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Panama,PAN,..,..,..,..,..,..,..,..,..,..,12542238220,14180383902,15693174534,16943106437,17796858489,18486289167,19591720049,21214516752,23019114980,24286886832,25514026195,26245324722,27242251867,28953994835,31987978860,35391598017,39635248475,45566368504,51039161384,52066001326,55773372955,63380232185,70912472696,77138244656,82579846833,88247572332,93643297643
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,6615021950,7487753738,8719064879,10551343877,11416205660,11268267720,12361338365,12082007993,11752802084,12154074694,12120518168,12381696940,12551794803,13079134887,13804467302,15152692577,15976578542,18222001358,18524771456,19935742657,22222311219,22937726619,24464326584,25847068123,30397468211,32350501476,33225042733
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,21649772870,23151931500,24081400408,25871387708,27827063569,30345632297,31385901466,33277413797,33661445913,33709695138,33678925100,34159132312,34676093756,36895696593,39448401814,41586417194,44924588542,48620645355,52726889550,52990262581,59614675532,63445983129,64314558746,70951914630,75808385693,78979184591,83286394032
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Peru,PER,..,..,..,..,..,..,..,..,..,..,74929754329,79142035753,80508597332,86746078922,99496397069,1.09099E+11,1.14201E+11,1.23678E+11,1.24531E+11,1.28327E+11,1.34783E+11,1.38707E+11,1.48516E+11,1.57787E+11,1.70164E+11,1.86679E+11,2.069E+11,2.305E+11,2.56471E+11,2.61251E+11,2.86476E+11,3.10965E+11,3.36387E+11,3.62323E+11,3.7795E+11,3.94411E+11,4.14479E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,1.60525E+11,1.64909E+11,1.69237E+11,1.76931E+11,1.88624E+11,2.01567E+11,2.17246E+11,2.32422E+11,2.33589E+11,2.44473E+11,2.61066E+11,2.74742E+11,2.89131E+11,3.09553E+11,3.39368E+11,3.67023E+11,3.98133E+11,4.35773E+11,4.62773E+11,4.71642E+11,5.13839E+11,5.43771E+11,5.91241E+11,6.44115E+11,6.96633E+11,7.46796E+11,8.06871E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Poland,POL,..,..,..,..,..,..,..,..,..,..,2.35358E+11,2.26247E+11,2.37223E+11,2.51922E+11,2.70919E+11,2.95829E+11,3.1885E+11,3.44841E+11,3.66199E+11,3.87469E+11,4.07566E+11,4.24629E+11,4.50394E+11,4.68279E+11,5.09393E+11,5.30344E+11,5.77542E+11,6.39967E+11,6.981E+11,7.34283E+11,8.00737E+11,8.6977E+11,9.07167E+11,9.40325E+11,9.73566E+11,1.01903E+12,1.05311E+12
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,1.17431E+11,1.26706E+11,1.31005E+11,1.31369E+11,1.35469E+11,1.44233E+11,1.49979E+11,1.59631E+11,1.69589E+11,1.81095E+11,1.94344E+11,2.02494E+11,2.12224E+11,2.17971E+11,2.25148E+11,2.38841E+11,2.59431E+11,2.71017E+11,2.81181E+11,2.79732E+11,2.88732E+11,2.82734E+11,2.78161E+11,2.91753E+11,2.98996E+11,3.07476E+11,3.20523E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,50801032620,53701571543,57432564625,61529972594,65469843954,69875664556,72797514706,77656831601,82841205060,88642161745,93625569595,1.01805E+11,1.04315E+11,1.06452E+11,1.18948E+11,1.20336E+11,1.22285E+11,1.2408E+11,1.24181E+11,1.22681E+11,1.23666E+11,1.25797E+11,1.28247E+11,1.30097E+11,1.3098E+11,1.30992E+11,1.30667E+11
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50840308872,54025923638,58795078963,62198251589,76191056353,84535109695,1.09935E+11,1.33159E+11,1.59754E+11,1.80213E+11,2.18153E+11,2.52498E+11,2.69403E+11,2.8622E+11,3.03239E+11,3.17692E+11,3.28011E+11
