"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&vs=INTL.44-1-AFG-QBTU.A&vo=0&v=H&end=2016"
"Tue Apr 30 2019 10:30:49 GMT-0500 (Central Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"","Azerbaijan","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.99251968303488,0.84391323925582,0.75899351218287,0.72796473762156,0.64309570862791,0.63795065629338,0.54668255365886,0.56364181511354,0.50759479498298,0.44619344016424,0.53237704791538,0.56771511593802,0.62610415562243,0.64846755703327,0.65703598137453,0.5416957888548,0.57904391816275,0.54401069449926,0.58732199296442,0.5555221544095,0.60324504563717,0.56759913511566,0.58545717539523,0.62646379014404,0.60879057639151
"","Bahamas, The","Quad Btu",0.06,0.063,0.054,0.041,0.037,0.033,0.032874443,0.036388625,0.03368953506,0.038525006422,0.04098644495,0.036709022,0.0307579096104,0.032956146936,0.036161741,0.043238988,0.04861029,0.047757796,0.0538043945,0.047648953,0.05634806,0.057501026,0.059754686,0.04194969,0.045970253,0.044403432,0.05167975,0.05924776,0.057775414,0.04386956,0.045505092,0.039950406,0.0463512924,0.042954567,0.042354278,0.04064458,0.04261468652
"","Bahrain","Quad Btu",0.1377,0.15764,0.16822,0.17758,0.171502,0.204708,0.22098777157965,0.265819139,0.2289535122,0.234220486,0.25623016754491,0.2867909405,0.24059811,0.2873321361,0.283188325,0.2835949425,0.2845716721,0.33493822035,0.35159034795,0.36073067805,0.38174031057,0.39518559436,0.42155996357,0.44044413983,0.45624810567,0.511836403,0.5462225633,0.56066447519,0.58781473541,0.58210653756,0.5878080142,0.58157508316,0.62518257347,0.69577238649,0.67912350674,0.69620219818,0.693377830047
"","Bangladesh","Quad Btu",0.12284106837552,0.13459659899503,0.14368264489069,0.13674619993498,0.16787672499912,0.17295675701546,0.18740295602335,0.20160666168168,0.22610077254002,0.24563559980349,0.2388678104088,0.2566594050284,0.28665401282666,0.31803915109938,0.34826264508361,0.38270721110128,0.39035744355553,0.40354216546191,0.41707175787934,0.46348636711451,0.50297797865523,0.55337617110822,0.57981715707179,0.63751668462655,0.65943356791383,0.70050525641582,0.74920713321414,0.79025182820734,0.8534185995947,0.90282620012316,0.95417774483596,0.99925985627818,1.086119092932,1.1124816438457,1.1638386413226,1.2665801187487,1.3734540671636
"","Barbados","Quad Btu",0.0148376,0.0158376,0.0158376,0.0168376,0.0158376,0.0178376,0.01831779,0.01757975198,0.0175613446452,0.0177197985,0.01877223777,0.0189815451455,0.0201023684512,0.0195408423465,0.0185323071105,0.019467150691,0.017269022865,0.020790449615,0.021233971455,0.02221522307,0.024533983468169,0.02378115992788,0.023941208571748,0.024393019142483,0.024753681651522,0.025130847613013,0.025242401712519,0.0239816196372,0.0283971015482,0.0262092499018,0.0252978276342,0.0267795695038,0.0256046162432,0.0263659844962,0.02273956433022,0.023505191021158,0.025519354108
"","Belarus","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,1.5308959112652,1.303183423879,1.0720565574826,1.0088238199506,1.009477323336,0.9952880968081,0.97592046120002,1.0038066050041,1.0931732956812,1.0143316489113,0.98291209742222,1.0273122713786,0.96069524387648,1.0808470160296,1.1544439098299,1.1192091927834,1.1333093128335,1.0549256958393,1.1219747145298,1.1613055851649,1.1718880319372,1.1199466270428,1.1214581878812,0.96006565999815,0.94531330463223
"","Belgium","Quad Btu",2.1348978386404,2.0090501612067,1.8804221142108,1.8438816568038,1.884421741308,1.9562590282828,2.0338495956836,2.0982487017823,2.1507932300376,2.1655478839633,2.2166260018917,2.2996849624077,2.3033443353899,2.2691705867581,2.4202721053602,2.4503678648865,2.5920790042432,2.6086499218659,2.6742797462231,2.6451921194455,2.7032571841168,2.6858587804429,2.6866027206566,2.7784179415953,2.8102259126877,2.7910351210234,2.7826065260076,2.8080758002474,2.879473089264,2.6334403912528,2.8300477115653,2.6461511755424,2.5764535715057,2.6499318985039,2.4809958181537,2.5368475115553,2.6826102179145
"","Belize","Quad Btu",0.0034155201316,0.0034181201048,0.0034181601852,0.003420800728,0.0034176,0.00341788,0.003830666318,0.0033341181,0.0027545491364,0.0040170484729,0.0053646848294,0.0056632521284,0.00487442069676,0.0048517170484,0.0044267720484,0.0051069560484,0.00473022057196,0.0079790517023,0.0077595306399,0.00724834288,0.0085809711078,0.0097447104627,0.00908841309596,0.00902725981532,0.00818288435738,0.0093225161272195,0.0099860901736395,0.0097909322441,0.0094822799014275,0.0095602901983755,0.010422364293204,0.0093391368244571,0.0093600530791625,0.011067554126816,0.010605523056327,0.01176182846933,0.011195310624
"","Benin","Quad Btu",0.006399204,0.006464032,0.004566392,0.006620984,0.00654592,0.007569804,0.007439129885,0.0063081026022,0.007156149736,0.00755400192,0.008803345,0.0097004636,0.0108463688,0.012096536,0.013242452,0.014265035,0.0157742744,0.016285861622,0.0179290469,0.0085420962,0.0235645417,0.02686536022,0.03057911494,0.03513423918,0.03780422134,0.03516654118,0.04789353334,0.056257102829329,0.057540696168097,0.064630518267523,0.074037688141209,0.069023399583534,0.065727359311629,0.066360312273681,0.071336923479055,0.078196147686445,0.078414345565422
"","Bermuda","Quad Btu",0.008,0.007,0.007,0.008,0.008,0.007,0.006898957783,0.009947154543,0.0108560622984,0.013236826486,0.00962113492,0.008314113,0.006745689408,0.00780994654,0.00727230154,0.00763872942,0.007552188204,0.00753197721,0.00753197721,0.007531992,0.0084635606,0.00869895832,0.00878665823,0.00876668643,0.00915502612,0.00955881446,0.01079587143,0.01253908652,0.011995108022,0.00987685416248,0.01122640389292,0.00736441997806,0.00776743773392,0.0078022406453,0.01020923172996,0.00899445028188,0.010815029526
"","Bhutan","Quad Btu",0.00019090445427589,0.00078249736898316,0.0010187047908472,0.00093434184140094,0.00083052982739485,0.0010768750728398,0.003144497551321,0.010194858663114,0.012686867579472,0.012801484039958,0.013031025387458,0.013240159387458,0.013453919544599,0.013041338694851,0.014139234885041,0.014618160258348,0.016367954052078,0.016622416647693,0.016095158517056,0.0161297276762,0.016834389511274,0.018937562393303,0.021251678757488,0.022404491741846,0.02074879878632,0.024529905115175,0.037175210889837,0.049954503939618,0.054063610964685,0.05377729608021,0.058220489169022,0.057180917379268,0.055221792487888,0.061476326091059,0.058167202899069,0.061386032274311,0.061580560646123
"","Bolivia","Quad Btu",0.07471344766835,0.08338443705492,0.07371185162545,0.0756132178036,0.072694836,0.067365625,0.068171893,0.066944034,0.0766356084,0.087079098,0.092263368,0.090834149,0.097719292476798,0.096898107652226,0.10773788678438,0.12397450179069,0.12109534010197,0.13656921676024,0.12648212754024,0.1416834992206,0.14892498668355,0.12717885409168,0.13888508226724,0.18676714418626,0.19322793973355,0.18923992979814,0.20866794566195,0.22421780314772,0.22988191299732,0.22736469574698,0.230913828406,0.23841842367291,0.28214013377587,0.28753637814861,0.28920067233524,0.28095853381194,0.312362669824
"","Bosnia and Herzegovina","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.14828163837737,0.10779647867372,0.11307726472555,0.18759533944992,0.11612107887584,0.166399335146,0.19659482304587,0.19944970058957,0.2192151040542,0.21879513011719,0.22005663685891,0.19249212558415,0.1985130086472,0.1842636730888,0.1875540877599,0.17980934833569,0.20264632528675,0.24302685791382,0.26690829904049,0.26811120582021,0.24815398118217,0.25432598167649,0.25197566151495,0.25194555707945,0.25511031391309
"","Botswana","Quad Btu",0.014679978916149,0.015899107000985,0.014617143242814,0.014487195869738,0.014323224751125,0.019599300954432,0.020523463230055,0.021053783785859,0.024299471382311,0.027480990998498,0.030341479940691,0.031713535868286,0.038529335786207,0.037786324832844,0.037958246364956,0.037777035420708,0.036599622405544,0.036675049689828,0.039223271883636,0.037355718482395,0.048721088275652,0.052071440378473,0.054159211701157,0.055158501462555,0.054262175821293,0.057967685478198,0.058608401264166,0.060689020724504,0.063303299180802,0.059243978854512,0.05546360370281,0.055254235462161,0.055140264951137,0.065429304654991,0.066315719374046,0.076306685063004,0.076799956124395
"","Brazil","Quad Btu",4.0197561297465,3.8897476935715,3.9379547982768,3.9410222428166,4.3048640810727,4.6028371441135,4.9738202175909,5.1219285861818,5.2930465800672,5.4668568061089,6.1694584082238,6.0957622121449,6.2136657335298,6.4452124537866,6.7607540043205,7.1847981246736,7.6400408480472,8.0324096723382,8.2923295313319,8.4751281719152,8.7148322956151,8.4997651119544,8.6610281223043,8.8022021969499,9.1950470126829,9.4794798306661,9.7236267725385,10.331230810692,10.801429157379,10.684373522931,11.718672405152,12.169188739342,12.447407888893,12.822339829439,13.14307394106,12.864371289038,12.477930701038
"","Brunei","Quad Btu",0.08184,0.085536,0.09298,0.073256,0.064832,0.076684,0.0509894150264,0.0818658832473,0.071083486748,0.08287697466945,0.0702530137267,0.056087040334,0.0556035547388,0.052174531023,0.0500607505805,0.0619154330805,0.0576630228,0.061666312149,0.0557740181805,0.0666120128,0.06719156513428,0.07657248159834,0.089158656716276,0.092313894423148,0.10267522017706,0.11557011352451,0.17766930784857,0.18651479242403,0.1921234077713,0.12716823434806,0.14475288920009,0.14938098631053,0.14452233772771,0.13484026759196,0.15116743430844,0.16515107537249,0.1726618568844
"","Bulgaria","Quad Btu",1.3490889747546,1.3407046558567,1.3853395736093,1.4050798611045,1.4040425931474,1.4621741821677,1.4401076200552,1.4346143712931,1.4362711020861,1.3276462169419,1.1994365790866,0.93298189887603,0.92669684087582,0.90319100413097,0.90987643860333,0.99506516529596,1.0028025238194,0.91818646673628,0.85026782213054,0.76830389847039,0.77370424386513,0.78825265917579,0.79930796456846,0.80359859157166,0.80865548908341,0.84343864701767,0.85961360132858,0.83847536872797,0.84003769354037,0.71909271733889,0.7358662473403,0.79336488523308,0.75628858729652,0.70679616262186,0.75314166970639,0.78937463088304,0.75562802081814
"","Burkina Faso","Quad Btu",0.006,0.006,0.006,0.006,0.006,0.006,0.006886218261,0.007382825,0.0075416928978,0.0067590171115,0.006863447517,0.007961841262,0.0080735107404,0.008580138522,0.010402684522,0.010629260522,0.0107309775404,0.017411113522,0.015273314522,0.015735749,0.014075905086,0.01652507998,0.016811655226,0.01823762547,0.016394572492,0.01839594193,0.018049912253,0.02451863552168,0.02684974942702,0.02556074851946,0.02752750374662,0.03226304772244,0.03749067618202,0.04530994429732,0.042399238854,0.050459912788,0.05044477534
"","Burma (Myanmar)","Quad Btu",0.07296073935677,0.074509239146626,0.082300479324407,0.094825299608504,0.1025378481097,0.10712608524545,0.09248960014637,0.089211257409944,0.085532911807756,0.088617883629735,0.085411514812132,0.085074615251715,0.089036724127818,0.09463791037333,0.11096629124308,0.11788252770119,0.11814936397748,0.12683723639227,0.13966171015875,0.15190380085049,0.17025920966932,0.15939227537513,0.17923005941983,0.20720293912867,0.21175320874047,0.27298446175477,0.25913540072943,0.27751962298355,0.25501158268179,0.23535108112257,0.23812616955004,0.26283879611167,0.31037026725277,0.35195326873937,0.4131147730629,0.4633326065545,0.5112152029274
"","Burundi","Quad Btu",0.00115384400658,0.00216079800524,0.00114715200926,0.0023647924186,0.00252658,0.002623866,0.002880707087,0.003448701333,0.00418321244592,0.0052025135474,0.005689053023,0.006015528023,0.0051565102784,0.006443459023,0.006958632023,0.006516119023,0.0070273442784,0.007014598023,0.006305264023,0.0062062026,0.00517402052,0.004304379,0.00468238635494,0.00417159403228,0.004370463361396,0.00416904363052,0.004361252936,0.006938803116,0.0044272971206,0.0043823784664,0.0054105868224,0.005543475407,0.0047554240124,0.0060134991442,0.005482545034,0.0051800447082,0.006079994712
"","Cambodia","Quad Btu",0.00450901216121,0.00455400913886,0.00557497025465,0.005420800728,0.0063132,0.006365645,0.006188725,0.00623974,0.0071945864,0.007207074,0.00728867,0.007120344,0.00718221,0.007163761,0.007184876,0.021611971,0.0237652092,0.027258822,0.031590172,0.0325448235,0.030675691504989,0.032456742972093,0.032320142426705,0.034733764794259,0.036019139579705,0.041557864117544,0.044204180275383,0.052504621075884,0.052962091327392,0.064730831748543,0.075199793417827,0.077217944376394,0.086684849253318,0.093281036865919,0.10999134383827,0.13440573717812,0.15562817081958
"","Cameroon","Quad Btu",0.0470238044415,0.0517108746898,0.06020072138964,0.0600715964546,0.06098664,0.063975865,0.069662717471,0.066588711,0.0660241248,0.076902287,0.077290246,0.078275804,0.0784008676,0.069309154,0.074345885,0.076274488,0.0753822852,0.080120656,0.079936224,0.078457085,0.081502531767608,0.081212170959324,0.07932519177798,0.085353912298028,0.089092324815276,0.085418385305476,0.1047816952897,0.10429415170723,0.10575933016395,0.11345556068388,0.12827976349872,0.13476757312576,0.13097886562615,0.11727221241414,0.14960023597944,0.1575202731545,0.149690874072
"","Canada","Quad Btu",9.5355272072978,9.4119678724511,9.0253861426237,8.9902294575543,9.5094505682673,9.8714536970338,9.9924470945501,10.309345979354,10.75438730359,10.877960536949,10.766965466339,10.872158961917,11.213407739757,11.479896923912,11.827077801172,11.99503946525,12.342740632091,12.362195752579,12.061220634855,12.718433198432,12.782602207414,12.840324968303,13.027727976834,13.366485789079,13.592211051931,13.745508509744,13.857015398291,13.888742828649,13.588804576177,13.315362509088,13.810502416773,14.159373664812,14.31075146806,14.726101226496,14.802523856649,14.729469027133,14.676193328261
"","Cape Verde","Quad Btu",0.005,0.005,0.002,0.002,0.002,0.002,0.001313181451,0.001394347231,0.0019256337504,0.001346512803,0.001346512803,0.001346512803,0.0017784137504,0.001792355803,0.0016214364705,0.001577145728,0.0017764533216,0.0017721814705,0.0017721814705,0.0017722034,0.00458037256,0.0053172137176,0.005578807818,0.005555067768,0.006199693786,0.009500648223,0.010248197466,0.011574673452,0.0118892885818,0.010800054959,0.0115970739897,0.0136043064222,0.012153024944633,0.0126144041936,0.0134327911248,0.01234144705978,0.012352311156
"","Cayman Islands","Quad Btu",0.001,0.002,0.002,0.002,0.002,0.002,0.001519515221,0.0016048629885,0.0039082956444,0.003898100282,0.004286798086,0.004202299564,0.0043196370608,0.003942101543,0.004547746043,0.004872267616,0.0048856162944,0.004873146463,0.004873146463,0.004873167,0.00721355046,0.00739309284,0.0079199612,0.00755640869,0.00728449516,0.00770513434,0.00791488552,0.0089128085,0.0093052523,0.00898611576,0.00853245161,0.00898282657,0.0085983268798904,0.00838473804,0.0086609895114,0.0088131780409,0.009151671912
"","Central African Republic","Quad Btu",0.00268560821714,0.0036794451703,0.00371087231484,0.0036732811648,0.00372036,0.00362682,0.004775032,0.0041743578823,0.00419471702156,0.0041857388823,0.0046715504398,0.0040889234398,0.00473713447352,0.0045139264398,0.0049490074398,0.0049580855378,0.00541933807352,0.0054069474398,0.0053852254398,0.00538760336,0.00510192164,0.0054586122,0.0054454922,0.00492856774,0.00528672224,0.0055799103,0.00609031226,0.00624207056,0.00641557496,0.00639303096,0.006727669848,0.007307066036,0.0067649761720767,0.006737763856,0.006875295514,0.006912807172,0.007118847288
"","Chad","Quad Btu",0.004,0.004,0.004,0.004,0.002,0.002,0.003905135,0.003937044,0.0022141879036,0.002621105057,0.004842245271,0.004734707,0.0047476788,0.002556368,0.002981593,0.002981593,0.0029952412,0.0026977515,0.0026977515,0.0026977515,0.00352171462,0.00376033684,0.00367342784,0.00359657056,0.00394993094,0.00374006326,0.00379655411,0.00383131771,0.00385588181,0.00414630862,0.0048339912,0.00464730445,0.0046600367909589,0.00469944985,0.00469944985,0.004758951655,0.004800311796
"","Chile","Quad Btu",0.42683940425176,0.4214908655762,0.37611417206615,0.37235576682851,0.38998039974446,0.38807007228497,0.39411421696837,0.4087211594162,0.44962245798347,0.50310885253764,0.56795814501864,0.56755404891215,0.63036225130849,0.67074203785302,0.72005039252933,0.78864085586639,0.84498843051191,0.93475128567214,0.92508690661585,0.97005854570737,0.98313638278099,1.0189585327428,1.0694137645019,1.1052714275928,1.1845650120291,1.2449293278704,1.2681656918031,1.2592450136009,1.2807815387101,1.2536118682121,1.2591329370992,1.3360409048553,1.3212227935803,1.3722232008522,1.3465243936496,1.3954646279931,1.4799691117022
"","China","Quad Btu",15.856926128211,15.809198169976,16.601287385204,17.724226297614,19.306349770554,20.155061516438,24.968295931945,26.339876409,28.143383540295,28.201320140298,31.054887130512,28.576312982713,29.931888473728,32.274553845388,34.704130348536,37.432903222066,39.206283888302,37.247799698164,38.306018319233,40.175691864586,42.938336110606,45.470880920171,48.86935742381,56.972920461705,66.438925554162,74.572820359586,82.435585738283,88.793868464563,92.91999230077,100.42837209938,109.35882973053,120.82144335285,129.40630028291,135.03693264411,136.89834060873,137.18387395797,139.19775456305
"","Colombia","Quad Btu",0.68269704747154,0.69780955765496,0.7445675915995,0.74786563317759,0.82528465190847,0.8470394521073,0.885048402576,0.83848946317297,0.89672974853713,0.95039051842382,0.93547535618097,0.96155547457845,0.95548915067163,1.0560410818223,1.1042986749968,1.1184478649883,1.1912987767073,1.2080831319214,1.2173286967541,1.1679497519536,1.1972848815401,1.1924596423476,1.2008778905633,1.2008162118975,1.2529332376213,1.2424128361633,1.3057213045135,1.2986449377888,1.3247671003317,1.3257925725466,1.3570484253476,1.5184083619533,1.5579362089215,1.6226934666751,1.7003544886631,1.7006729968996,1.7676975780944
"","Comoros","Quad Btu",0.00124677600658,0.00124290600524,0.00124290800926,0.0012430400364,0.00126288,0.001074894,0.000709074023,0.001517252663,0.0015193954544,0.001517278663,0.001798465252,0.001735246413,0.0017385517016,0.001734992413,0.001735006413,0.001733798074,0.0017385477016,0.001734800413,0.001118237413,0.00111833,0.00197119078,0.00154057614,0.00154057614,0.00197534874,0.00235863744,0.00218473444,0.00287885724,0.00157895113,0.00161072287,0.00200028134,0.002760341624,0.0022717133068,0.002462691573977,0.0026604906248,0.0027679524622,0.002565897644,0.002694822132
"","Congo (Brazzaville)","Quad Btu",0.01188989632571,0.01438743426724,0.01316410880562,0.0120693681678,0.01232788,0.017483344,0.015327186695,0.01860389728,0.01545457012,0.01735360428,0.01942543303,0.0180319158475,0.0169801528,0.015335712,0.01412502,0.014457264,0.0152252376,0.015566425,0.014557959,0.011563479,0.013387211342256,0.015953397311568,0.014471111484572,0.017444719477344,0.018520762797384,0.024964214945332,0.029260691400712,0.035941765156112,0.040531273859416,0.04943160440874,0.067958494036508,0.080561970453572,0.083052600665133,0.10510543858972,0.10022082423066,0.10025823863112,0.095632886112
"","Congo (Kinshasa)","Quad Btu",0.091322490493848,0.093054647331825,0.093811305795906,0.097322482890979,0.095561529815355,0.097892830938143,0.10401922295563,0.098613032573867,0.10863773809425,0.11283923414937,0.10750754677086,0.10021566687336,0.11027092731961,0.10553956676586,0.092471474030316,0.10118905478758,0.10342507213325,0.092673570296058,0.087038573253265,0.095117619582495,0.07321628338597,0.071280802497591,0.074386751599965,0.077338135532616,0.087681318175314,0.095418355465679,0.099940674373833,0.10337501828909,0.097348264866395,0.095470102401875,0.10603936217189,0.11423376174333,0.1121650567827,0.13565870609674,0.16188527256069,0.12549127756539,0.1260075949991
"","Cook Islands","Quad Btu",0.000834,0.001674,0.001646,0.00166,0.00166,0.001656,0.001253045,0.001253045,0.001256478,0.001253045,0.001253045,0.0008617577,0.0012575122,0.0012540759,0.0012540766,0.0012540762,0.001257512,0.0012540663,0.0012540647,0.0012540676,0.00167518862,0.00159734442,0.000864367264,0.000797737378,0.001351245052,0.0011670158,0.001308673352,0.001947842718,0.001999059852,0.001839988958,0.001184750924,0.001449812512,0.0015979718697973,0.001588866486,0.00174162884,0.001547480228,0.001519243944
"","Costa Rica","Quad Btu",0.05579403090242,0.05763423892382,0.05532727493606,0.060853831051,0.058596068,0.059517495,0.058308541,0.064340314,0.06959203,0.075975973,0.074260569,0.079719053,0.0939692863712,0.101551022,0.10339986105785,0.10509791877318,0.10589214679719,0.11927208756562,0.12208968864919,0.14047794831402,0.14486056039316,0.14774150656865,0.15433368275581,0.15733564185651,0.16202705893704,0.16882997959901,0.17586637437555,0.18516473411793,0.18835354464497,0.18299537548262,0.18614336098052,0.18639039981644,0.1889822402614,0.18992968175942,0.19404405428276,0.20120409220913,0.20854995113793
"","Cote dIvoire (IvoryCoast)","Quad Btu",0.07397186442505,0.08104188252212,0.07609588201453,0.0742248594194,0.06585236,0.077040768,0.07903509,0.086071396,0.0895802836,0.089768145,0.07733877,0.065053991,0.0634772272,0.071808453,0.073557723,0.080657589,0.094385978,0.095266559,0.096080777,0.1240595084,0.12526549049502,0.12405606892742,0.12148963485123,0.10894516783322,0.11751515185296,0.13042180535372,0.11180362219855,0.11964324460811,0.1308097151486,0.12769223459595,0.12991438710456,0.12124293972846,0.14762553968739,0.16378187144309,0.17258861402538,0.17846571835065,0.1933749290158
"","Croatia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.30789414619428,0.31113615493415,0.33241031531565,0.34903249618857,0.3442561482781,0.35199731505515,0.37087815765284,0.37562847212749,0.37005359412435,0.3832725995324,0.37462490992189,0.40828394046881,0.40629622426916,0.40674743672899,0.40784903779318,0.40421483106713,0.4080347476927,0.39693874022491,0.4021574366538,0.36186806782942,0.36054676763439,0.36277692913181,0.34956866342698,0.33858075551633,0.34633339657761
"","Cuba","Quad Btu",0.45697590923154,0.46419407645661,0.50290120456128,0.46000057378396,0.47567321679673,0.48569551766338,0.49883126180895,0.49143481774534,0.49840588876493,0.50551633768948,0.4985337258299,0.46346305189927,0.41206929977285,0.40368618706033,0.40931372855481,0.41557782256721,0.42707472213366,0.47006867787973,0.44760240667068,0.38801066649728,0.37504722479484,0.34467141128937,0.35010769937386,0.35474557797251,0.35931415534735,0.35289971826916,0.34386524985904,0.3475511689627,0.39834795404248,0.4004025722562,0.45658111334822,0.41005608288824,0.44605248547567,0.42720250069824,0.43464328910213,0.44417043385401,0.37957693350013
"","Cyprus","Quad Btu",0.042,0.036,0.039,0.043,0.044055517530195,0.046502082639124,0.049083499772322,0.052986324760187,0.053421202877841,0.065477876232306,0.070089445162094,0.071660478162094,0.080912618765097,0.080797674835309,0.09286254517914,0.090888730640422,0.09015549305276,0.092206577866802,0.099132453765097,0.10502047542127,0.11044665949884,0.11120720002197,0.11019439914098,0.11829374932229,0.10681027030716,0.11801121016424,0.12304705057232,0.12596801992211,0.13025097067573,0.12549617206893,0.12056083835914,0.12064410578255,0.11324730715443,0.10191049744734,0.10289888919921,0.10653472583882,0.11483232118877
"","Czech Republic","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,1.7137020372838,1.6456717138858,1.6868708726298,1.765303185615,1.7371964218279,1.6594162457056,1.556814111795,1.6692137044771,1.7040657711976,1.7055435312399,1.812419197056,1.853494947997,1.8342650989174,1.8430076838022,1.8327744935552,1.8167555972536,1.736110389624,1.791859219724,1.7749312215306,1.767537406646,1.7089414313408,1.6850991354306,1.6764282455068,1.6575508021641
"","Denmark","Quad Btu",0.85663243903318,0.72544937193038,0.72570955520181,0.69618747710418,0.70669638030911,0.78091404733707,0.79493647680896,0.80114252363834,0.78004212205097,0.73671147985459,0.74932285395762,0.81660669748176,0.78557524895662,0.82326720142656,0.87304548926891,0.88181735017882,1.0056823663741,0.92589369676575,0.90488205621538,0.88792469755529,0.86610806988821,0.87811097660243,0.84551739406904,0.88445300661606,0.85672494721487,0.83729845295562,0.89245871231866,0.86918113445133,0.83675906102931,0.78535294019908,0.82469143336888,0.78538273490017,0.746841331196,0.76082025590261,0.73423001366303,0.72468761395894,0.73633599902448
"","Djibouti","Quad Btu",0.022,0.018,0.018,0.013,0.011,0.011,0.0097164095,0.0099281095,0.0097252056,0.022855789,0.023964623,0.023964623,0.0237767508,0.023923487,0.02457253,0.024686109,0.0248194956,0.02457253,0.02457253,0.02457253,0.01211530286,0.01202568668,0.01209598268,0.01299524468,0.0123111131,0.0119895151,0.01074176435,0.011361993224,0.012503180395,0.010857237309,0.012728835936,0.009679939272,0.01264379492903,0.012716930346,0.012938669419,0.013194870848,0.013560724684
"","Dominica","Quad Btu",0.00085949202961,0.0011245300262,0.00111408604167,0.001177800273,0.00119104,0.001306258,0.0011422009149,0.0015357379149,0.00162778634116,0.0016262259314,0.0016257459314,0.0016262899314,0.00162807434116,0.0016242579314,0.0021058210694,0.0016380637439,0.00164528652676,0.0016476002074,0.0017186592074,0.00177062244,0.00228553314,0.00165449267,0.001516902195,0.00177188506,0.002475876,0.002343444704,0.002332562908,0.00256966901,0.002806125224,0.002850243148,0.0030833859356,0.003037225872,0.0029218393456855,0.0028202256212,0.0030442020594,0.0025862719214,0.002792129044
"","Dominican Republic","Quad Btu",0.08771065012534,0.08623000131346,0.09168727784753,0.1080787757066,0.09367116,0.10126598027224,0.1093776278403,0.12026500592482,0.13241314503753,0.12867582665725,0.13912972911733,0.134131930434,0.14402159187566,0.1350267926195,0.14665455868641,0.1581743829309,0.17195470140035,0.18178769047557,0.18701091700577,0.21322291897977,0.29443099439268,0.28552373829758,0.30194772273285,0.27694335126447,0.2581605404583,0.28350604874468,0.28332386661967,0.28976876888443,0.28951773802806,0.28499563825777,0.29997672182787,0.2945906299148,0.32875082632872,0.31516791235191,0.30307008939587,0.33272209896909,0.35597441979954
"","Ecuador","Quad Btu",0.18596502288862,0.19241882105146,0.2105040641207,0.1968102711584,0.20842172,0.220691167,0.23704573,0.233835524,0.241565408,0.236785364,0.253261074,0.26642699,0.295640396,0.287074768,0.312066944,0.306103728,0.332164392,0.342094587,0.350482527,0.33616526,0.36925673550841,0.39254094673461,0.39981435389548,0.41371275019101,0.45042651954391,0.47808377490479,0.50525506541167,0.53446650192557,0.55850892982546,0.57539870588566,0.59127105051884,0.61736138850179,0.64710392195367,0.68125263984624,0.71117348267992,0.70406344030317,0.68894021752331
"","Egypt","Quad Btu",0.70631658293506,0.8196969482576,0.91619814536364,1.0494847367144,1.1492914373038,1.2127496211301,1.2403380846954,1.2904474098872,1.3038499269705,1.3440666687176,1.4213266829373,1.4231992270434,1.426735853692,1.5135001241537,1.5925815408967,1.6301051172821,1.7694294054902,1.828479342716,1.8945018045726,1.9365949078648,1.9944147669346,2.225114358202,2.2242147276812,2.4210168911309,2.6178935002839,2.733829708177,2.9001880167349,3.0778900970745,3.1926833807549,3.3443040334576,3.4794181503012,3.6030771434204,3.7649436260985,3.725729237608,3.7119122677906,3.7384023102949,3.8153015199214
"","El Salvador","Quad Btu",0.04502868907647,0.04110807703742,0.04137455569506,0.0425485868996,0.04487328,0.044662965,0.048043865,0.046417281,0.051355802,0.051963865,0.053845477,0.052659716,0.0603934076,0.062058583254972,0.068267116309386,0.084941870486146,0.086352680492724,0.086137436028059,0.098397429884882,0.10410040337891,0.099851564159578,0.10401599837053,0.10630199716537,0.11405308054236,0.11326075203771,0.11789555881706,0.1241404705067,0.12953979100859,0.12737568681101,0.1227265259527,0.12657116537351,0.12722204164354,0.12767627219086,0.12438790267784,0.12688730362765,0.13393929394441,0.13884854823737
"","Equatorial Guinea","Quad Btu",0.00167277600658,0.00166890600524,0.00102090800926,0.0010210400364,0.00102088,0.001020894,0.001093946,0.00117505778,0.001180557472,0.00171494739,0.00171494739,0.00171494739,0.001719539736,0.00171494739,0.00171494739,0.00171484154,0.001719539736,0.00192755989,0.00336470298,0.0033648242,0.0055127283067104,0.0059545632549214,0.053512319740767,0.055762495110302,0.012331625156298,0.057410231450444,0.057847818996346,0.065910073938964,0.066027447233534,0.06866679964,0.07019745194,0.07115387634,0.069492978033534,0.06618334474,0.06252384984,0.05575052784,0.054486174126
